zip,city,state,state_code,latitude,longitude,timezone
38732,CLEVELAND,MISSISSIPPI,MS,33.749149,-90.71329,-6
47872,ROCKVILLE,INDIANA,IN,39.758142,-87.1754,-5
50049,CHARITON,IOWA,IA,41.02891,-93.29857,-6
48463,OTISVILLE,MICHIGAN,MI,43.167457,-83.52542,-5
51063,WHITING,IOWA,IA,42.137272,-96.16648,-6
57548,LOWER BRULE,SOUTH DAKOTA,SD,44.057302,-99.54871,-6
52362,WYOMING,IOWA,IA,42.054649,-91.00591,-6
50266,WEST DES MOINES,IOWA,IA,41.581181,-93.78287,-6
53529,DANE,WISCONSIN,WI,43.228109,-89.53605,-6
36131,MONTGOMERY,ALABAMA,AL,32.233377,-86.208528,-6
56241,GRANITE FALLS,MINNESOTA,MN,44.794723,-95.56737,-6
5101,BELLOWS FALLS,VERMONT,VT,43.156451,-72.4729,-5
66418,DELIA,KANSAS,KS,39.267478,-95.94736,-6
67151,WALTON,KANSAS,KS,38.13467,-97.25509,-6
2065,OCEAN BLUFF,MASSACHUSETTS,MA,42.097219,-70.651567,-5
49279,SAND CREEK,MICHIGAN,MI,41.791959,-84.10866,-5
33514,CENTER HILL,FLORIDA,FL,28.654412,-81.98278,-5
61076,SCIOTO MILLS,ILLINOIS,IL,42.355422,-89.667939,-6
26717,ELK GARDEN,WEST VIRGINIA,WV,39.351231,-79.17606,-5
97448,JUNCTION CITY,OREGON,OR,44.204189,-123.2294,-8
80444,GEORGETOWN,COLORADO,CO,39.694915,-105.7258,-7
33810,LAKELAND,FLORIDA,FL,28.106787,-82.01033,-5
81130,CREEDE,COLORADO,CO,37.705276,-106.95429,-7
7610,ORADELL,NEW JERSEY,NJ,40.951348,-74.041234,-5
63010,ARNOLD,MISSOURI,MO,38.42727,-90.38515,-6
36581,SUNFLOWER,ALABAMA,AL,31.373999,-87.99791,-6
74013,BROKEN ARROW,OKLAHOMA,OK,36.139826,-96.029725,-6
78944,INDUSTRY,TEXAS,TX,29.975083,-96.50081,-6
79924,EL PASO,TEXAS,TX,31.901737,-106.41827,-7
76930,BARNHART,TEXAS,TX,31.148007,-101.18632,-6
88433,QUAY,NEW MEXICO,NM,34.916697,-103.778184,-7
88560,EL PASO,TEXAS,TX,31.694842,-106.299987,-7
91131,PASADENA,CALIFORNIA,CA,33.786594,-118.298662,-8
87402,FARMINGTON,NEW MEXICO,NM,36.785816,-108.14505,-7
64639,DE WITT,MISSOURI,MO,39.382255,-93.22876,-6
79464,LUBBOCK,TEXAS,TX,33.489623,-102.010895,-6
68128,LA VISTA,NEBRASKA,NE,41.183458,-96.05318,-6
92399,YUCAIPA,CALIFORNIA,CA,34.033564,-117.03776,-8
49895,WETMORE,MICHIGAN,MI,46.191294,-86.64901,-5
98228,BELLINGHAM,WASHINGTON,WA,48.814753,-121.988548,-8
54626,EASTMAN,WISCONSIN,WI,43.217285,-91.05946,-6
47741,EVANSVILLE,INDIANA,IN,37.997128,-87.574963,-6
62716,SPRINGFIELD,ILLINOIS,IL,39.848201,-89.536369,-6
44372,AKRON,OHIO,OH,41.128705,-81.53999,-5
72348,HUGHES,ARKANSAS,AR,34.935197,-90.44153,-6
46275,INDIANAPOLIS,INDIANA,IN,39.779492,-86.132837,-5
79986,EL PASO,TEXAS,TX,31.694842,-106.299987,-7
50453,LELAND,IOWA,IA,43.363881,-93.6468,-6
56101,WINDOM,MINNESOTA,MN,43.870469,-95.13275,-6
35404,TUSCALOOSA,ALABAMA,AL,33.217168,-87.49461,-6
58004,AMENIA,NORTH DAKOTA,ND,47.028291,-97.25029,-6
59348,SONNETTE,MONTANA,MT,45.365698,-105.95632,-7
16804,STATE COLLEGE,PENNSYLVANIA,PA,40.972229,-77.760172,-5
59927,OLNEY,MONTANA,MT,48.595224,-114.70843,-7
33781,PINELLAS PARK,FLORIDA,FL,27.839802,-82.71094,-5
60082,TECHNY,ILLINOIS,IL,42.116377,-87.812064,-6
24569,LONG ISLAND,VIRGINIA,VA,37.041512,-79.1278,-5
51445,IDA GROVE,IOWA,IA,42.332677,-95.46823,-6
7962,MORRISTOWN,NEW JERSEY,NJ,40.867331,-74.578269,-5
52065,NEW VIENNA,IOWA,IA,42.559621,-91.10572,-6
20069,WASHINGTON,DISTRICT OF COLUMBIA,DC,38.893311,-77.014647,-5
62684,SHERMAN,ILLINOIS,IL,39.901588,-89.58805,-6
28815,ASHEVILLE,NORTH CAROLINA,NC,35.620335,-82.528558,-5
67863,MARIENTHAL,KANSAS,KS,38.551037,-101.22087,-6
68314,BEE,NEBRASKA,NE,41.009984,-97.03437,-6
13084,LA FAYETTE,NEW YORK,NY,42.883503,-76.10983,-5
56024,EAGLE LAKE,MINNESOTA,MN,44.153696,-93.86918,-6
70514,BALDWIN,LOUISIANA,LA,29.841827,-91.54679,-6
27937,GATES,NORTH CAROLINA,NC,36.501152,-76.78039,-5
81089,WALSENBURG,COLORADO,CO,37.621071,-104.80456,-7
24614,GRUNDY,VIRGINIA,VA,37.296213,-82.05775,-5
83851,PLUMMER,IDAHO,ID,47.322203,-116.88379,-8
25601,LOGAN,WEST VIRGINIA,WV,37.833826,-82.00011,-5
95957,MERIDIAN,CALIFORNIA,CA,39.070323,-121.83065,-8
25841,FLAT TOP,WEST VIRGINIA,WV,37.557975,-81.09537,-5
99513,ANCHORAGE,ALASKA,AK,61.214877,-149.88617,-9
41702,HAZARD,KENTUCKY,KY,37.320076,-83.206495,-5
93225,FRAZIER PARK,CALIFORNIA,CA,34.815266,-119.00404,-8
18914,CHALFONT,PENNSYLVANIA,PA,40.282406,-75.20657,-5
94244,SACRAMENTO,CALIFORNIA,CA,38.377411,-121.444429,-8
27512,CARY,NORTH CAROLINA,NC,35.808387,-78.839488,-5
91410,VAN NUYS,CALIFORNIA,CA,33.786594,-118.298662,-8
47107,BRADFORD,INDIANA,IN,38.190314,-86.115257,-5
28736,GLENVILLE,NORTH CAROLINA,NC,35.175847,-83.11146,-5
33193,MIAMI,FLORIDA,FL,25.70028,-80.44721,-5
35111,MCCALLA,ALABAMA,AL,33.279946,-87.10148,-6
33528,LAKE PANASOFFKEE,FLORIDA,FL,28.801617,-82.133869,-5
40065,SHELBYVILLE,KENTUCKY,KY,38.211511,-85.21658,-5
61457,LEE,ILLINOIS,IL,40.553989,-90.355505,-6
45685,THURMAN,OHIO,OH,38.915013,-82.45326,-5
71063,PELICAN,LOUISIANA,LA,31.920574,-93.48365,-6
97355,LEBANON,OREGON,OR,44.527304,-122.85512,-8
65068,PRAIRIE HOME,MISSOURI,MO,38.798727,-92.6068,-6
65617,BRIGHTON,MISSOURI,MO,37.436062,-93.34884,-6
66842,CASSODAY,KANSAS,KS,38.018802,-96.66349,-6
93844,FRESNO,CALIFORNIA,CA,36.746375,-119.639658,-8
67567,PAWNEE ROCK,KANSAS,KS,38.262021,-98.97856,-6
90094,LOS ANGELES,CALIFORNIA,CA,33.786594,-118.298662,-8
56540,FERTILE,MINNESOTA,MN,47.557644,-96.26954,-6
54659,TAYLOR,WISCONSIN,WI,44.309131,-91.11676,-6
57219,BRISTOL,SOUTH DAKOTA,SD,45.278469,-97.78645,-6
57632,HERREID,SOUTH DAKOTA,SD,45.834848,-100.1001,-6
63862,LILBOURN,MISSOURI,MO,36.588424,-89.63377,-6
45432,DAYTON,OHIO,OH,39.74035,-84.09306,-5
92683,WESTMINSTER,CALIFORNIA,CA,33.751418,-117.99392,-8
36254,CHOCCOLOCCO,ALABAMA,AL,33.657349,-85.699116,-6
95721,ECHO LAKE,CALIFORNIA,CA,38.823996,-120.05956,-8
50862,SHARPSBURG,IOWA,IA,40.80692,-94.64762,-6
5303,BRATTLEBORO,VERMONT,VT,42.99467,-72.720362,-5
53182,UNION GROVE,WISCONSIN,WI,42.696322,-88.04658,-6
677,RINCON,PUERTO RICO,PR,18.336121,-67.23675,-4
50010,AMES,IOWA,IA,42.02933,-93.60966,-6
54126,GREENLEAF,WISCONSIN,WI,44.291766,-88.05059,-6
82322,BAIROIL,WYOMING,WY,42.180259,-107.73911,-7
83431,LEWISVILLE,IDAHO,ID,43.694827,-112.01477,-7
55165,SAINT PAUL,MINNESOTA,MN,45.005902,-93.105869,-6
62532,ELWIN,ILLINOIS,IL,39.777583,-88.97972,-6
43061,OSTRANDER,OHIO,OH,40.285343,-83.20426,-5
67436,DELPHOS,KANSAS,KS,39.26795,-97.73798,-6
38052,MIDDLETON,TENNESSEE,TN,35.074302,-88.90845,-6
70826,BATON ROUGE,LOUISIANA,LA,30.51589,-91.080373,-6
47393,WILLIAMSBURG,INDIANA,IN,39.953627,-84.99542,-5
88022,ARENAS VALLEY,NEW MEXICO,NM,32.781205,-108.15795,-7
22544,ROLLINS FORK,VIRGINIA,VA,38.271077,-77.17261,-5
19810,WILMINGTON,DELAWARE,DE,39.817645,-75.50242,-5
54754,MERRILLAN,WISCONSIN,WI,44.434537,-90.79473,-6
5075,THETFORD CENTER,VERMONT,VT,43.83178,-72.27125,-5
15422,CHESTNUT RIDGE,PENNSYLVANIA,PA,39.979032,-79.81957,-5
57738,FAIRBURN,SOUTH DAKOTA,SD,43.682883,-103.24356,-7
8876,SOMERVILLE,NEW JERSEY,NJ,40.545853,-74.63592,-5
73460,TISHOMINGO,OKLAHOMA,OK,34.253452,-96.68124,-6
17272,ZULLINGER,PENNSYLVANIA,PA,39.771372,-77.62702,-5
71825,BLEVINS,ARKANSAS,AR,33.867903,-93.57136,-6
28130,PAW CREEK,NORTH CAROLINA,NC,35.26002,-80.804151,-5
28218,CHARLOTTE,NORTH CAROLINA,NC,35.26002,-80.804151,-5
33595,VALRICO,FLORIDA,FL,27.871964,-82.438841,-5
49727,EAST JORDAN,MICHIGAN,MI,45.1379,-85.12252,-5
37879,TAZEWELL,TENNESSEE,TN,36.465808,-83.52357,-5
62916,CAMPBELL HILL,ILLINOIS,IL,37.933269,-89.55501,-6
39560,LONG BEACH,MISSISSIPPI,MS,30.356147,-89.16346,-6
56291,TAUNTON,MINNESOTA,MN,44.598116,-96.06801,-6
46366,NORTH JUDSON,INDIANA,IN,41.212184,-86.77019,-5
59917,EUREKA,MONTANA,MT,48.840305,-114.99727,-7
44191,CLEVELAND,OHIO,OH,41.685744,-81.672797,-5
29606,GREENVILLE,SOUTH CAROLINA,SC,34.849745,-82.453779,-5
54743,GILMANTON,WISCONSIN,WI,44.311074,-91.806396,-6
26121,MINERAL WELLS,WEST VIRGINIA,WV,39.218276,-81.497865,-5
54530,HAWKINS,WISCONSIN,WI,45.549336,-90.73047,-6
53013,CEDAR GROVE,WISCONSIN,WI,43.575272,-87.84597,-6
37365,PALMER,TENNESSEE,TN,35.375156,-85.55501,-6
38390,YUMA,TENNESSEE,TN,35.843868,-88.36661,-6
72469,STRAWBERRY,ARKANSAS,AR,35.961971,-91.33713,-6
32598,PENSACOLA,FLORIDA,FL,30.61428,-87.275772,-6
74750,MILLERTON,OKLAHOMA,OK,33.98471,-95.01088,-6
44814,BERLIN HEIGHTS,OHIO,OH,41.323499,-82.4692,-5
70781,TORBERT,LOUISIANA,LA,30.561065,-91.48607,-6
46130,FOUNTAINTOWN,INDIANA,IN,39.680058,-85.83363,-5
46553,NEW PARIS,INDIANA,IN,41.48922,-85.84083,-5
48863,OAK GROVE,MICHIGAN,MI,42.603479,-83.911173,-5
42002,PADUCAH,KENTUCKY,KY,37.085511,-88.71247,-6
11933,CALVERTON,NEW YORK,NY,40.933429,-72.74646,-5
48872,PERRY,MICHIGAN,MI,42.807435,-84.22291,-5
6380,TAFTVILLE,CONNECTICUT,CT,41.566298,-72.05148,-5
50364,DES MOINES,IOWA,IA,41.672687,-93.572173,-6
15050,HOOKSTOWN,PENNSYLVANIA,PA,40.557889,-80.44529,-5
58577,WASHBURN,NORTH DAKOTA,ND,47.302682,-101.04618,-6
6870,OLD GREENWICH,CONNECTICUT,CT,41.033347,-73.56804,-5
60540,NAPERVILLE,ILLINOIS,IL,41.764779,-88.14579,-6
25083,GALLAGHER,WEST VIRGINIA,WV,38.077863,-81.37333,-5
83858,RATHDRUM,IDAHO,ID,47.818931,-116.8783,-8
75838,DONIE,TEXAS,TX,31.476671,-96.22212,-6
22305,ALEXANDRIA,VIRGINIA,VA,38.836779,-77.06418,-5
76505,TEMPLE,TEXAS,TX,31.036287,-97.492017,-6
22641,STRASBURG,VIRGINIA,VA,39.076317,-78.39617,-5
81066,RED WING,COLORADO,CO,37.730256,-105.31806,-7
8314,DELMONT,NEW JERSEY,NJ,39.219301,-74.94016,-5
91730,RANCHO CUCAMONGA,CALIFORNIA,CA,34.104555,-117.58734,-8
11428,QUEENS VILLAGE,NEW YORK,NY,40.719981,-73.74127,-5
93190,SANTA BARBARA,CALIFORNIA,CA,34.262834,-119.848555,-8
27630,THOMASVILLE,NORTH CAROLINA,NC,35.875344,-80.081269,-5
79536,MERKEL,TEXAS,TX,32.473679,-100.02753,-6
58262,MOUNTAIN,NORTH DAKOTA,ND,48.689123,-97.86695,-6
73802,WOODWARD,OKLAHOMA,OK,36.543405,-99.29047,-6
95746,GRANITE BAY,CALIFORNIA,CA,38.743811,-121.19013,-8
33620,TAMPA,FLORIDA,FL,28.062961,-82.41314,-5
97348,HALSEY,OREGON,OR,44.381732,-123.12153,-8
33741,SAINT PETERSBURG,FLORIDA,FL,27.891809,-82.724763,-5
35898,HUNTSVILLE,ALABAMA,AL,34.733964,-86.522913,-6
41143,GRAYSON,KENTUCKY,KY,38.323106,-82.94997,-5
64680,STET,MISSOURI,MO,39.410971,-93.431928,-6
47551,LEOPOLD,INDIANA,IN,38.127871,-86.558,-5
49631,EVART,MICHIGAN,MI,43.893894,-85.26394,-5
40423,DANVILLE,KENTUCKY,KY,37.624659,-84.845767,-5
12762,MONGAUP VALLEY,NEW YORK,NY,41.676676,-74.80674,-5
70047,DESTREHAN,LOUISIANA,LA,29.969128,-90.37563,-6
38635,HOLLY SPRINGS,MISSISSIPPI,MS,34.762615,-89.46092,-6
56168,RUSHMORE,MINNESOTA,MN,43.608503,-95.80946,-6
57107,SIOUX FALLS,SOUTH DAKOTA,SD,43.577696,-96.80101,-6
31523,BRUNSWICK,GEORGIA,GA,31.212705,-81.60975,-5
22038,FAIRFAX,VIRGINIA,VA,38.852849,-77.30199,-5
23898,ZUNI,VIRGINIA,VA,36.836423,-76.83731,-5
6762,MIDDLEBURY,CONNECTICUT,CT,41.532992,-73.11555,-5
21055,GARRISON,MARYLAND,MD,39.438964,-76.592139,-5
15434,ELCO,PENNSYLVANIA,PA,40.079185,-79.87475,-5
13762,ENDWELL,NEW YORK,NY,42.206745,-75.74488,-5
92614,IRVINE,CALIFORNIA,CA,33.680408,-117.82592,-8
8069,PENNS GROVE,NEW JERSEY,NJ,39.712593,-75.46906,-5
94024,LOS ALTOS,CALIFORNIA,CA,37.353741,-122.08717,-8
10101,NEW YORK,NEW YORK,NY,40.780751,-73.977182,-5
94263,SACRAMENTO,CALIFORNIA,CA,38.377411,-121.444429,-8
81144,MONTE VISTA,COLORADO,CO,37.569501,-106.14946,-7
83853,PORTHILL,IDAHO,ID,48.953737,-116.53078,-8
96162,TRUCKEE,CALIFORNIA,CA,39.26599,-120.64145,-8
92168,SAN DIEGO,CALIFORNIA,CA,33.016928,-116.846046,-8
11514,CARLE PLACE,NEW YORK,NY,40.750132,-73.61328,-5
98235,CLEARLAKE,WASHINGTON,WA,48.461672,-122.23308,-8
6473,NORTH HAVEN,CONNECTICUT,CT,41.378447,-72.85897,-5
94122,SAN FRANCISCO,CALIFORNIA,CA,37.75838,-122.48478,-8
28352,LAURINBURG,NORTH CAROLINA,NC,34.779227,-79.45745,-5
34266,ARCADIA,FLORIDA,FL,27.201006,-81.87196,-5
36025,ELMORE,ALABAMA,AL,32.538878,-86.33358,-6
65747,SHELL KNOB,MISSOURI,MO,36.587559,-93.58793,-6
36832,AUBURN,ALABAMA,AL,32.589553,-85.53991,-6
61710,BLOOMINGTON,ILLINOIS,IL,40.477735,-88.954174,-6
20408,WASHINGTON,DISTRICT OF COLUMBIA,DC,38.893311,-77.014647,-5
78880,ROCKSPRINGS,TEXAS,TX,30.065334,-100.17202,-6
13661,MANNSVILLE,NEW YORK,NY,43.714545,-76.10465,-5
94309,PALO ALTO,CALIFORNIA,CA,37.189396,-121.705327,-8
19743,SPRING MOUNT,PENNSYLVANIA,PA,40.276386,-75.462796,-5
95528,CARLOTTA,CALIFORNIA,CA,40.489925,-123.97132,-8
3901,BERWICK,MAINE,ME,43.29016,-70.84559,-5
97494,WILBUR,OREGON,OR,43.32843,-123.333177,-8
8691,TRENTON,NEW JERSEY,NJ,40.207034,-74.59364,-5
92655,MIDWAY CITY,CALIFORNIA,CA,33.745166,-117.98569,-8
10504,ARMONK,NEW YORK,NY,41.129908,-73.70352,-5
77303,CONROE,TEXAS,TX,30.368543,-95.40217,-6
29161,TIMMONSVILLE,SOUTH CAROLINA,SC,34.115691,-79.94482,-5
12553,NEW WINDSOR,NEW YORK,NY,41.46359,-74.05975,-5
55483,MINNEAPOLIS,MINNESOTA,MN,45.015914,-93.47188,-6
48737,GLENNIE,MICHIGAN,MI,44.54684,-83.70977,-5
48827,EATON RAPIDS,MICHIGAN,MI,42.507093,-84.6579,-5
53122,ELM GROVE,WISCONSIN,WI,43.050762,-88.0842,-6
60165,STONE PARK,ILLINOIS,IL,41.90158,-87.88046,-6
56440,CLARISSA,MINNESOTA,MN,46.129933,-94.95278,-6
61570,WASHBURN,ILLINOIS,IL,40.920631,-89.29547,-6
45690,WAVERLY,OHIO,OH,39.123071,-83.0009,-5
35769,SCOTTSBORO,ALABAMA,AL,34.606124,-86.06464,-6
70369,HOUMA,LOUISIANA,LA,30.285602,-92.096266,-6
78353,ENCINO,TEXAS,TX,26.894094,-98.21561,-6
49913,CALUMET,MICHIGAN,MI,47.239083,-88.46121,-5
98244,DEMING,WASHINGTON,WA,48.841442,-122.12547,-8
38902,GRENADA,MISSISSIPPI,MS,33.824113,-89.794687,-6
99362,WALLA WALLA,OREGON,OR,45.986775,-118.07919,-8
43786,STAFFORD,OHIO,OH,39.711168,-81.275824,-5
88244,HOBBS,NEW MEXICO,NM,32.785417,-103.433804,-7
44315,AKRON,OHIO,OH,41.027977,-81.463238,-5
45837,DUPONT,OHIO,OH,41.054934,-84.30075,-5
46218,INDIANAPOLIS,INDIANA,IN,39.805841,-86.10175,-5
38257,SOUTH FULTON,TENNESSEE,TN,36.483302,-88.87895,-6
49841,GWINN,MICHIGAN,MI,46.299186,-87.43312,-5
39459,MOSELLE,MISSISSIPPI,MS,31.496211,-89.30503,-6
34470,OCALA,FLORIDA,FL,29.198704,-82.10556,-5
40179,WEST POINT,KENTUCKY,KY,37.998628,-85.946585,-5
46922,DELONG,INDIANA,IN,41.040988,-86.206925,-5
47462,SPRINGVILLE,INDIANA,IN,38.967187,-86.63699,-5
98908,YAKIMA,WASHINGTON,WA,46.605303,-120.61762,-8
35203,BIRMINGHAM,ALABAMA,AL,33.519055,-86.8097,-6
82084,TIE SIDING,WYOMING,WY,41.024827,-105.46188,-7
33122,MIAMI,FLORIDA,FL,25.799962,-80.31775,-5
93390,BAKERSFIELD,CALIFORNIA,CA,35.294405,-118.905173,-8
18091,WIND GAP,PENNSYLVANIA,PA,40.835128,-75.30274,-5
89318,MCGILL,NEVADA,NV,39.4163,-114.77624,-8
70664,SULPHUR,LOUISIANA,LA,30.264232,-93.326527,-6
92564,MURRIETA,CALIFORNIA,CA,33.752886,-116.055617,-8
13505,UTICA,NEW YORK,NY,43.087169,-75.260259,-5
70815,BATON ROUGE,LOUISIANA,LA,30.45514,-91.06358,-6
71859,SARATOGA,ARKANSAS,AR,33.740704,-93.91747,-6
7963,MORRISTOWN,NEW JERSEY,NJ,40.867331,-74.578269,-5
73453,OVERBROOK,OKLAHOMA,OK,34.033426,-97.24379,-6
12117,MAYFIELD,NEW YORK,NY,43.146907,-74.23466,-5
53947,MARQUETTE,WISCONSIN,WI,43.747501,-89.1405,-6
2861,PAWTUCKET,RHODE ISLAND,RI,41.881632,-71.35583,-5
44875,SHELBY,OHIO,OH,40.888988,-82.65598,-5
7061,PLAINFIELD,NEW JERSEY,NJ,40.665651,-74.299692,-5
46866,FORT WAYNE,INDIANA,IN,41.093763,-85.070713,-5
15865,SYKESVILLE,PENNSYLVANIA,PA,41.049353,-78.81868,-5
50801,CRESTON,IOWA,IA,41.070905,-94.38448,-6
53944,LYNDON STATION,WISCONSIN,WI,43.705113,-89.89911,-6
35654,RUSSELLVILLE,ALABAMA,AL,34.516472,-87.65265,-6
59322,COHAGEN,MONTANA,MT,47.049949,-106.58157,-7
40053,PEWEE VALLEY,KENTUCKY,KY,37.7604,-85.447393,-5
40702,CORBIN,KENTUCKY,KY,36.937426,-84.1031,-5
48065,ROMEO,MICHIGAN,MI,42.826805,-83.02963,-5
48325,WEST BLOOMFIELD,MICHIGAN,MI,42.660091,-83.3863,-5
49340,REMUS,MICHIGAN,MI,43.617313,-85.09604,-5
41222,HAGERHILL,KENTUCKY,KY,37.780917,-82.82744,-5
28515,BAYBORO,NORTH CAROLINA,NC,35.176466,-76.71853,-5
28721,CLYDE,NORTH CAROLINA,NC,35.60089,-82.93536,-5
17575,SILVER SPRING,PENNSYLVANIA,PA,40.064746,-76.434285,-5
19093,PHILADELPHIA,PENNSYLVANIA,PA,40.001811,-75.11787,-5
21770,MONROVIA,MARYLAND,MD,39.354093,-77.24861,-5
13691,THERESA,NEW YORK,NY,44.216969,-75.79671,-5
13737,BIBLE SCHOOL PARK,NEW YORK,NY,42.080494,-76.097288,-5
14427,CASTILE,NEW YORK,NY,42.63529,-78.05135,-5
14545,SCOTTSBURG,NEW YORK,NY,42.664904,-77.71275,-5
14786,WEST CLARKSVILLE,NEW YORK,NY,42.12267,-78.221332,-5
15472,OLIVER,PENNSYLVANIA,PA,39.916995,-79.71589,-5
15758,MARCHAND,PENNSYLVANIA,PA,40.640031,-79.129445,-5
16059,VALENCIA,PENNSYLVANIA,PA,40.702289,-79.93733,-5
32828,ORLANDO,FLORIDA,FL,28.542132,-81.18404,-5
22118,MERRIFIELD,VIRGINIA,VA,38.831813,-77.288755,-5
25002,ALLOY,WEST VIRGINIA,WV,38.129903,-81.25882,-5
25839,FAIRDALE,WEST VIRGINIA,WV,37.776961,-81.36179,-5
10027,NEW YORK,NEW YORK,NY,40.812665,-73.95499,-5
10464,BRONX,NEW YORK,NY,40.857017,-73.78903,-5
52213,CENTER POINT,IOWA,IA,42.193727,-91.7792,-6
53051,MENOMONEE FALLS,WISCONSIN,WI,43.151183,-88.11034,-6
53178,SULLIVAN,WISCONSIN,WI,43.015999,-88.59572,-6
54947,LARSEN,WISCONSIN,WI,44.191271,-88.68846,-6
55970,ROSE CREEK,MINNESOTA,MN,43.599507,-92.83756,-6
56037,GOOD THUNDER,MINNESOTA,MN,44.017609,-94.05231,-6
58785,SURREY,NORTH DAKOTA,ND,48.271451,-101.11174,-6
59013,BOYD,MONTANA,MT,45.464156,-109.11927,-7
60053,MORTON GROVE,ILLINOIS,IL,42.041999,-87.78882,-6
60430,HOMEWOOD,ILLINOIS,IL,41.556734,-87.66464,-6
69121,ARTHUR,NEBRASKA,NE,41.569138,-101.68816,-7
75605,LONGVIEW,TEXAS,TX,32.557684,-94.74353,-6
75701,TYLER,TEXAS,TX,32.325214,-95.29467,-6
76845,GOULDBUSK,TEXAS,TX,31.547652,-99.47679,-6
77902,VICTORIA,TEXAS,TX,28.925513,-97.100624,-6
78360,GUERRA,TEXAS,TX,27.071318,-98.686327,-6
62848,IRVINGTON,ILLINOIS,IL,38.436236,-89.16184,-6
64126,KANSAS CITY,MISSOURI,MO,39.092304,-94.49948,-6
56149,LAKE BENTON,MINNESOTA,MN,44.268332,-96.30822,-6
85210,MESA,ARIZONA,AZ,33.391233,-111.84129,-7
85752,TUCSON,ARIZONA,AZ,31.970131,-111.890713,-7
87326,VANDERWAGEN,NEW MEXICO,NM,35.295558,-108.81277,-7
87942,WILLIAMSBURG,NEW MEXICO,NM,33.095526,-107.35393,-7
95696,VACAVILLE,CALIFORNIA,CA,38.34896,-121.908324,-8
96041,HAYFORK,CALIFORNIA,CA,40.524496,-123.18307,-8
96857,SCHOFIELD BARRACKS,HAWAII,HI,24.859832,-168.021815,-10
80918,COLORADO SPRINGS,COLORADO,CO,38.916226,-104.76602,-7
90079,LOS ANGELES,CALIFORNIA,CA,33.786594,-118.298662,-8
90670,SANTA FE SPRINGS,CALIFORNIA,CA,33.933551,-118.06821,-8
90742,SUNSET BEACH,CALIFORNIA,CA,33.718167,-118.07179,-8
91436,ENCINO,CALIFORNIA,CA,34.155625,-118.48925,-8
91482,VAN NUYS,CALIFORNIA,CA,33.786594,-118.298662,-8
91606,NORTH HOLLYWOOD,CALIFORNIA,CA,34.185698,-118.38836,-8
93518,CALIENTE,CALIFORNIA,CA,35.381552,-118.54748,-8
30010,NORCROSS,GEORGIA,GA,33.960353,-84.037859,-5
32635,GAINESVILLE,FLORIDA,FL,29.681312,-82.353862,-5
32718,CASSELBERRY,FLORIDA,FL,28.744752,-81.22328,-5
33486,BOCA RATON,FLORIDA,FL,26.344955,-80.11226,-5
33975,LABELLE,FLORIDA,FL,26.742327,-81.27863,-5
44903,MANSFIELD,OHIO,OH,40.766589,-82.51869,-5
17321,FAWN GROVE,PENNSYLVANIA,PA,39.747204,-76.44339,-5
32648,HORSESHOE BEACH,FLORIDA,FL,29.458513,-83.27604,-5
33125,MIAMI,FLORIDA,FL,25.782176,-80.23607,-5
33195,MIAMI,FLORIDA,FL,25.772876,-80.187019,-5
20907,SILVER SPRING,MARYLAND,MD,39.143979,-77.207617,-5
21087,KINGSVILLE,MARYLAND,MD,39.444457,-76.40817,-5
21703,FREDERICK,MARYLAND,MD,39.385165,-77.4539,-5
22204,ARLINGTON,VIRGINIA,VA,38.860247,-77.09627,-5
29845,PLUM BRANCH,SOUTH CAROLINA,SC,33.84674,-82.23442,-5
29928,HILTON HEAD ISLAND,SOUTH CAROLINA,SC,32.159476,-80.75144,-5
30078,SNELLVILLE,GEORGIA,GA,33.860955,-84.01807,-5
17858,NUMIDIA,PENNSYLVANIA,PA,41.042106,-76.424297,-5
35501,JASPER,ALABAMA,AL,33.828412,-87.27632,-6
3045,GOFFSTOWN,NEW HAMPSHIRE,NH,43.037495,-71.57023,-5
3435,KEENE,NEW HAMPSHIRE,NH,42.947098,-72.243029,-5
5081,WELLS RIVER,VERMONT,VT,44.135828,-72.09061,-5
6011,BRISTOL,CONNECTICUT,CT,41.791776,-72.718832,-5
6029,ELLINGTON,CONNECTICUT,CT,41.909147,-72.45026,-5
1070,PLAINFIELD,MASSACHUSETTS,MA,42.515853,-72.91661,-5
2195,NEWTON,MASSACHUSETTS,MA,42.446396,-71.459405,-5
47371,PORTLAND,INDIANA,IN,40.419489,-84.96936,-5
47579,SANTA CLAUS,INDIANA,IN,38.115573,-86.91993,-6
47964,MOUNT AYR,INDIANA,IN,40.952608,-87.29837,-6
48890,SUNFIELD,MICHIGAN,MI,42.759217,-84.98054,-5
40495,WINSTON,KENTUCKY,KY,37.709721,-84.082894,-5
43529,HOYTVILLE,OHIO,OH,41.190401,-83.78249,-5
44026,CHESTERLAND,OHIO,OH,41.526301,-81.33683,-5
45239,CINCINNATI,OHIO,OH,39.207558,-84.57299,-5
45882,ROCKFORD,OHIO,OH,40.682303,-84.67806,-5
36663,MOBILE,ALABAMA,AL,30.81901,-88.231726,-6
37065,FRANKLIN,TENNESSEE,TN,35.895085,-86.921416,-6
37717,CLINTON,TENNESSEE,TN,36.110028,-84.167208,-5
37932,KNOXVILLE,TENNESSEE,TN,35.919695,-84.17255,-5
38068,SOMERVILLE,TENNESSEE,TN,35.275036,-89.32907,-6
