zip,city,state,state_code,latitude,longitude,timezone
43260,COLUMBUS,OHIO,OH,39.969036,-83.011389,-5
1427,WESTBOROUGH,MASSACHUSETTS,MA,42.286575,-71.585753,-5
1775,STOW,MASSACHUSETTS,MA,42.423882,-71.51086,-5
19086,WALLINGFORD,PENNSYLVANIA,PA,39.888913,-75.37006,-5
27924,COLERAIN,NORTH CAROLINA,NC,36.192231,-76.83458,-5
44470,SOUTHINGTON,OHIO,OH,41.294453,-80.9552,-5
33593,TRILBY,FLORIDA,FL,28.324796,-82.481766,-5
33608,TAMPA,FLORIDA,FL,27.84343,-82.488413,-5
20544,WASHINGTON,DISTRICT OF COLUMBIA,DC,38.893311,-77.014647,-5
58761,MOHALL,NORTH DAKOTA,ND,48.770684,-101.55153,-6
59201,WOLF POINT,MONTANA,MT,48.126066,-105.65893,-7
59244,LARSLAN,MONTANA,MT,48.599534,-106.33328,-7
60194,SCHAUMBURG,ILLINOIS,IL,42.037108,-88.10719,-6
62074,NEW DOUGLAS,ILLINOIS,IL,38.964162,-89.68226,-6
68361,GENEVA,NEBRASKA,NE,40.516034,-97.60056,-6
70520,CARENCRO,LOUISIANA,LA,30.327199,-92.0433,-6
78765,AUSTIN,TEXAS,TX,30.326374,-97.771258,-6
64651,LACLEDE,MISSOURI,MO,39.785731,-93.17676,-6
64686,UTICA,MISSOURI,MO,39.743,-93.62835,-6
67639,GLADE,KANSAS,KS,39.652794,-99.30712,-6
64445,ELMO,MISSOURI,MO,40.527275,-95.12039,-6
72631,EUREKA SPRINGS,ARKANSAS,AR,36.443322,-93.77474,-6
73455,RAVIA,OKLAHOMA,OK,34.240761,-96.75726,-6
80118,LARKSPUR,COLORADO,CO,39.206652,-104.90983,-7
75019,COPPELL,TEXAS,TX,32.967341,-96.98656,-6
76185,FORT WORTH,TEXAS,TX,32.771419,-97.291484,-6
84015,CLEARFIELD,UTAH,UT,41.126476,-112.04427,-7
87174,RIO RANCHO,NEW MEXICO,NM,35.044339,-106.672872,-7
88515,EL PASO,TEXAS,TX,31.694842,-106.299987,-7
92591,TEMECULA,CALIFORNIA,CA,33.52775,-117.12056,-8
94573,RUTHERFORD,CALIFORNIA,CA,38.466508,-122.414189,-8
94920,BELVEDERE TIBURON,CALIFORNIA,CA,37.892476,-122.47541,-8
96725,HOLUALOA,HAWAII,HI,19.410727,-155.7478,-10
3894,WOLFEBORO,NEW HAMPSHIRE,NH,43.596233,-71.19552,-5
4238,HEBRON,MAINE,ME,44.197418,-70.36975,-5
4418,CARDVILLE,MAINE,ME,45.110336,-68.62103,-5
5344,MARLBORO,VERMONT,VT,42.851149,-72.74073,-5
6881,WESTPORT,CONNECTICUT,CT,41.308873,-73.363661,-5
7058,PINE BROOK,NEW JERSEY,NJ,40.871299,-74.34331,-5
1238,LEE,MASSACHUSETTS,MA,42.299263,-73.2327,-5
2149,EVERETT,MASSACHUSETTS,MA,42.409916,-71.0522,-5
55758,KINNEY,MINNESOTA,MN,47.511214,-92.74026,-6
40865,PUTNEY,KENTUCKY,KY,36.901802,-83.24129,-5
43601,TOLEDO,OHIO,OH,41.720684,-83.569359,-5
47344,GREENSBORO,INDIANA,IN,39.876764,-85.46546,-5
47455,PATRICKSBURG,INDIANA,IN,39.311243,-86.95343,-5
5034,BRIDGEWATER,VERMONT,VT,43.577762,-72.61789,-5
5655,HYDE PARK,VERMONT,VT,44.610931,-72.59971,-5
59812,MISSOULA,MONTANA,MT,47.116034,-114.049824,-7
85365,YUMA,ARIZONA,AZ,32.700018,-114.52671,-7
85671,SIERRA VISTA,ARIZONA,AZ,31.880077,-109.754263,-7
75350,DALLAS,TEXAS,TX,32.767268,-96.777626,-6
77202,HOUSTON,TEXAS,TX,29.83399,-95.434241,-6
77332,DALLARDSVILLE,TEXAS,TX,30.817866,-94.869052,-6
98113,SHORELINE,WASHINGTON,WA,47.763669,-122.35384,-8
96086,SEIAD VALLEY,CALIFORNIA,CA,41.86235,-123.24091,-8
97214,PORTLAND,OREGON,OR,45.51379,-122.6458,-8
97425,CRESCENT LAKE,OREGON,OR,43.472276,-121.92768,-8
21045,COLUMBIA,MARYLAND,MD,39.207523,-76.82527,-5
65589,YUKON,MISSOURI,MO,37.246525,-91.82976,-6
21685,RIDGELY,MARYLAND,MD,38.88927,-75.861191,-5
22473,HEATHSVILLE,VIRGINIA,VA,37.892668,-76.36307,-5
51502,COUNCIL BLUFFS,IOWA,IA,41.269884,-95.79752,-6
55781,SIDE LAKE,MINNESOTA,MN,47.672765,-93.05481,-6
58838,CARTWRIGHT,NORTH DAKOTA,ND,47.83202,-103.886,-7
29118,ORANGEBURG,SOUTH CAROLINA,SC,33.548282,-80.88513,-5
35572,HOUSTON,ALABAMA,AL,34.16678,-87.26526,-6
39423,BEAUMONT,MISSISSIPPI,MS,31.176725,-88.91223,-6
43466,WAYNE,OHIO,OH,41.28953,-83.50215,-5
48390,WALLED LAKE,MICHIGAN,MI,42.549483,-83.47969,-5
50473,SCARVILLE,IOWA,IA,43.46592,-93.66671,-6
51036,MAURICE,IOWA,IA,42.969595,-96.18713,-6
11951,MASTIC BEACH,NEW YORK,NY,40.763634,-72.84554,-5
12095,JOHNSTOWN,NEW YORK,NY,43.014523,-74.38473,-5
12945,LAKE CLEAR,NEW YORK,NY,44.360566,-74.25801,-5
27606,RALEIGH,NORTH CAROLINA,NC,35.758268,-78.71783,-5
27883,STANTONSBURG,NORTH CAROLINA,NC,35.598504,-77.81173,-5
31780,PLAINS,GEORGIA,GA,32.026125,-84.39361,-5
32133,EASTLAKE WEIR,FLORIDA,FL,29.008805,-81.909445,-5
24104,HUDDLESTON,VIRGINIA,VA,37.107479,-79.53046,-5
29570,MCCOLL,SOUTH CAROLINA,SC,34.671428,-79.55308,-5
20175,LEESBURG,VIRGINIA,VA,39.080037,-77.58025,-5
20232,WASHINGTON,DISTRICT OF COLUMBIA,DC,38.900561,-77.039099,-5
91188,PASADENA,CALIFORNIA,CA,33.786594,-118.298662,-8
93637,MADERA,CALIFORNIA,CA,36.914819,-120.15817,-8
87101,ALBUQUERQUE,NEW MEXICO,NM,35.199592,-106.644831,-7
87828,POLVADERA,NEW MEXICO,NM,34.201613,-106.92146,-7
94626,OAKLAND,CALIFORNIA,CA,37.819314,-122.303136,-8
95219,STOCKTON,CALIFORNIA,CA,38.004922,-121.40022,-8
95267,STOCKTON,CALIFORNIA,CA,37.889849,-121.253872,-8
86035,LEUPP,ARIZONA,AZ,35.335107,-110.99972,-7
98314,BREMERTON,WASHINGTON,WA,47.559317,-122.64915,-8
99568,CLAM GULCH,ALASKA,AK,60.23458,-151.3934,-9
7513,PATERSON,NEW JERSEY,NJ,40.906598,-74.14944,-5
7837,GLASSER,NEW JERSEY,NJ,41.12831,-74.678956,-5
8541,PRINCETON,NEW JERSEY,NJ,40.280531,-74.712018,-5
1231,SHEFFIELD,MASSACHUSETTS,MA,42.153001,-73.298131,-5
25512,EAST LYNN,WEST VIRGINIA,WV,38.20651,-82.34523,-5
33566,PLANT CITY,FLORIDA,FL,28.013755,-82.11685,-5
36528,DAUPHIN ISLAND,ALABAMA,AL,30.250825,-88.11819,-6
38118,MEMPHIS,TENNESSEE,TN,35.048455,-89.92426,-6
22304,ALEXANDRIA,VIRGINIA,VA,38.813013,-77.11667,-5
23836,CHESTER,VIRGINIA,VA,37.343005,-77.34604,-5
31786,SHELLMAN,GEORGIA,GA,31.72952,-84.60173,-5
21626,CRAPO,MARYLAND,MD,38.344103,-76.10098,-5
28751,MAGGIE VALLEY,NORTH CAROLINA,NC,35.518138,-83.085,-5
79932,EL PASO,TEXAS,TX,31.865696,-106.59982,-7
83460,REXBURG,IDAHO,ID,43.776095,-111.691047,-7
70805,BATON ROUGE,LOUISIANA,LA,30.485639,-91.15612,-6
71078,STONEWALL,LOUISIANA,LA,32.278422,-93.79469,-6
73067,NINNEKAH,OKLAHOMA,OK,34.909551,-97.9436,-6
73430,BURNEYVILLE,OKLAHOMA,OK,33.925768,-97.36956,-6
74071,SLICK,OKLAHOMA,OK,35.778763,-96.26802,-6
94516,CANYON,CALIFORNIA,CA,37.777208,-121.955399,-8
95430,DUNCANS MILLS,CALIFORNIA,CA,38.449265,-123.05495,-8
97007,BEAVERTON,OREGON,OR,45.469079,-122.85602,-8
88241,HOBBS,NEW MEXICO,NM,32.7475,-103.216516,-7
89429,SILVER SPRINGS,NEVADA,NV,39.367838,-119.24618,-8
90204,INGLEWOOD,CALIFORNIA,CA,33.944714,-118.356908,-8
98504,OLYMPIA,WASHINGTON,WA,46.978118,-122.702393,-8
99252,SPOKANE,WASHINGTON,WA,47.653568,-117.431742,-8
90804,LONG BEACH,CALIFORNIA,CA,33.783467,-118.15182,-8
92054,OCEANSIDE,CALIFORNIA,CA,33.202463,-117.36077,-8
92223,BEAUMONT,CALIFORNIA,CA,33.945265,-116.9759,-8
92582,SAN JACINTO,CALIFORNIA,CA,33.796153,-117.00046,-8
93653,RAYMOND,CALIFORNIA,CA,37.236305,-119.92498,-8
74436,HASKELL,OKLAHOMA,OK,35.815497,-95.68608,-6
74723,BENNINGTON,OKLAHOMA,OK,33.997865,-96.02963,-6
75798,TYLER,TEXAS,TX,32.411237,-95.289903,-6
75925,ALTO,TEXAS,TX,31.626263,-95.05495,-6
60902,KANKAKEE,ILLINOIS,IL,41.146464,-87.888971,-6
61652,PEORIA,ILLINOIS,IL,40.87671,-89.509113,-6
63901,POPLAR BLUFF,MISSOURI,MO,36.759357,-90.41689,-6
64106,KANSAS CITY,MISSOURI,MO,39.103704,-94.57311,-6
56578,ROCHERT,MINNESOTA,MN,46.920986,-95.66842,-6
56763,WARROAD,MINNESOTA,MN,48.890886,-95.33831,-6
58011,BUFFALO,NORTH DAKOTA,ND,46.920174,-97.54484,-6
45886,SCOTT,OHIO,OH,40.9871,-84.6073,-5
46939,KEWANNA,INDIANA,IN,41.007625,-86.4016,-5
47884,UNIVERSAL,INDIANA,IN,39.622536,-87.45451,-5
2802,ALBION,RHODE ISLAND,RI,41.954098,-71.462053,-5
57016,CHESTER,SOUTH DAKOTA,SD,43.89916,-96.95926,-6
58505,BISMARCK,NORTH DAKOTA,ND,46.82126,-100.78131,-6
62872,OPDYKE,ILLINOIS,IL,38.281485,-88.7909,-6
72078,JACKSONVILLE,ARKANSAS,AR,34.751918,-92.392487,-6
72581,TUMBLING SHOALS,ARKANSAS,AR,35.555144,-91.99286,-6
78691,PFLUGERVILLE,TEXAS,TX,30.326374,-97.771258,-6
923,SAN JUAN,PUERTO RICO,PR,18.410681,-66.03806,-4
2090,WESTWOOD,MASSACHUSETTS,MA,42.212949,-71.20735,-5
96031,FORKS OF SALMON,CALIFORNIA,CA,41.228397,-123.20187,-8
97042,MULINO,OREGON,OR,45.21307,-122.54321,-8
98053,REDMOND,WASHINGTON,WA,47.640972,-122.03318,-8
98572,PE ELL,WASHINGTON,WA,46.569107,-123.30578,-8
98929,GOOSE PRAIRIE,WASHINGTON,WA,46.915735,-121.241591,-8
99579,EGEGIK,ALASKA,AK,58.217621,-157.34841,-9
93405,SAN LUIS OBISPO,CALIFORNIA,CA,35.277189,-120.70305,-8
94903,SAN RAFAEL,CALIFORNIA,CA,38.019022,-122.54589,-8
38143,MEMPHIS,TENNESSEE,TN,35.201738,-89.971538,-6
40806,BAXTER,KENTUCKY,KY,36.872801,-83.30778,-5
44454,PETERSBURG,OHIO,OH,40.910669,-80.53069,-5
35228,BIRMINGHAM,ALABAMA,AL,33.454262,-86.92273,-6
35292,BIRMINGHAM,ALABAMA,AL,33.544622,-86.929208,-6
35459,EMELLE,ALABAMA,AL,32.80728,-88.31069,-6
35759,MERIDIANVILLE,ALABAMA,AL,34.863236,-86.56137,-6
30291,UNION CITY,GEORGIA,GA,33.580878,-84.54611,-5
30389,ATLANTA,GEORGIA,GA,33.844371,-84.47405,-5
30466,SUMMERTOWN,GEORGIA,GA,32.566594,-82.324475,-5
31558,SAINT MARYS,GEORGIA,GA,30.761081,-81.56912,-5
70076,MOUNT AIRY,LOUISIANA,LA,30.055429,-90.64073,-6
72295,LITTLE ROCK,ARKANSAS,AR,34.751918,-92.392487,-6
73121,OKLAHOMA CITY,OKLAHOMA,OK,35.50356,-97.44693,-6
49792,TOWER,MICHIGAN,MI,45.354677,-84.30074,-5
50629,FAIRBANK,IOWA,IA,42.640202,-92.06988,-6
51535,GRISWOLD,IOWA,IA,41.232047,-95.13871,-6
44192,CLEVELAND,OHIO,OH,41.685744,-81.672797,-5
46168,PLAINFIELD,INDIANA,IN,39.69775,-86.39589,-5
46994,WALTON,INDIANA,IN,40.668348,-86.24943,-5
50538,FARNHAMVILLE,IOWA,IA,42.279123,-94.41373,-6
50950,DES MOINES,IOWA,IA,41.672687,-93.572173,-6
52205,ANAMOSA,IOWA,IA,42.106972,-91.27531,-6
52345,URBANA,IOWA,IA,42.222388,-91.87908,-6
52806,DAVENPORT,IOWA,IA,41.574581,-90.60303,-6
53192,WILMOT,WISCONSIN,WI,42.511818,-88.18285,-6
36276,WADLEY,ALABAMA,AL,33.142612,-85.57418,-6
36756,MARION,ALABAMA,AL,32.665966,-87.33889,-6
36783,THOMASTON,ALABAMA,AL,32.263473,-87.60214,-6
38348,LAVINIA,TENNESSEE,TN,35.867764,-88.63929,-6
56289,SUNBURG,MINNESOTA,MN,45.344013,-95.22335,-6
59105,BILLINGS,MONTANA,MT,45.836121,-108.46819,-7
38483,SUMMERTOWN,TENNESSEE,TN,35.43506,-87.33748,-6
28737,GLENWOOD,NORTH CAROLINA,NC,35.738725,-82.059494,-5
30580,TURNERVILLE,GEORGIA,GA,34.676584,-83.43578,-5
31564,WARESBORO,GEORGIA,GA,31.018954,-82.416543,-5
20310,WASHINGTON,DISTRICT OF COLUMBIA,DC,38.893311,-77.014647,-5
12912,AU SABLE FORKS,NEW YORK,NY,44.466008,-73.73441,-5
13114,MEXICO,NEW YORK,NY,43.468092,-76.2382,-5
14028,BURT,NEW YORK,NY,43.326155,-78.71564,-5
14143,STAFFORD,NEW YORK,NY,42.977828,-78.07934,-5
17275,SOUTHAMPTON,PENNSYLVANIA,PA,40.019915,-77.464257,-5
32505,PENSACOLA,FLORIDA,FL,30.441994,-87.25472,-6
32878,ORLANDO,FLORIDA,FL,28.566338,-81.260818,-5
22199,LORTON,VIRGINIA,VA,38.831813,-77.288755,-5
2464,NEWTON UPPER FALLS,MASSACHUSETTS,MA,42.311997,-71.22046,-5
2806,BARRINGTON,RHODE ISLAND,RI,41.746834,-71.32031,-5
3073,NORTH SALEM,NEW HAMPSHIRE,NH,43.005895,-71.013202,-5
3843,HAMPTON,NEW HAMPSHIRE,NH,43.005895,-71.013202,-5
4346,RANDOLPH,MAINE,ME,44.234914,-69.75722,-5
4694,BAILEYVILLE,MAINE,ME,45.116525,-67.42484,-5
10920,CONGERS,NEW YORK,NY,41.149245,-73.94287,-5
6255,NORTH GROSVENORDALE,CONNECTICUT,CT,41.989579,-71.89659,-5
6810,DANBURY,CONNECTICUT,CT,41.390194,-73.45441,-5
7306,JERSEY CITY,NEW JERSEY,NJ,40.733751,-74.06582,-5
1009,BONDSVILLE,MASSACHUSETTS,MA,42.206092,-72.340486,-5
54474,ROTHSCHILD,WISCONSIN,WI,44.885168,-89.61922,-6
54839,GRAND VIEW,WISCONSIN,WI,46.360155,-91.14425,-6
55556,YOUNG AMERICA,MINNESOTA,MN,44.805487,-93.766524,-6
45153,MOSCOW,OHIO,OH,38.8702,-84.2025,-5
31601,VALDOSTA,GEORGIA,GA,30.807279,-83.28661,-5
31724,BLUFFTON,GEORGIA,GA,31.528299,-84.86025,-5
32206,JACKSONVILLE,FLORIDA,FL,30.351006,-81.64664,-5
32897,ORLANDO,FLORIDA,FL,28.566338,-81.260818,-5
33144,MIAMI,FLORIDA,FL,25.76226,-80.30839,-5
33145,MIAMI,FLORIDA,FL,25.753177,-80.23327,-5
19950,GREENWOOD,DELAWARE,DE,38.818541,-75.60966,-5
22530,OPHELIA,VIRGINIA,VA,37.90938,-76.293436,-5
23846,ELBERON,VIRGINIA,VA,37.064244,-76.82637,-5
25678,MATEWAN,WEST VIRGINIA,WV,37.617949,-82.16397,-5
28628,GLEN ALPINE,NORTH CAROLINA,NC,35.721174,-81.817998,-5
29221,COLUMBIA,SOUTH CAROLINA,SC,34.005992,-80.970766,-5
29448,HARLEYVILLE,SOUTH CAROLINA,SC,33.237382,-80.45186,-5
35645,KILLEN,ALABAMA,AL,34.904208,-87.50776,-6
27826,FAIRFIELD,NORTH CAROLINA,NC,35.575982,-76.20409,-5
4109,PORTLAND,MAINE,ME,43.678339,-70.198742,-5
4956,NEW VINEYARD,MAINE,ME,44.79781,-70.12443,-5
8246,SOUTH SEAVILLE,NEW JERSEY,NJ,39.056521,-74.816619,-5
8603,TRENTON,NEW JERSEY,NJ,40.280531,-74.712018,-5
2647,HYANNIS PORT,MASSACHUSETTS,MA,41.63275,-70.30435,-5
47950,IDAVILLE,INDIANA,IN,40.794442,-86.65353,-5
46202,INDIANAPOLIS,INDIANA,IN,39.782842,-86.15673,-5
37726,DEER LODGE,TENNESSEE,TN,36.186086,-84.838,-5
49633,FIFE LAKE,MICHIGAN,MI,44.555245,-85.22931,-5
50124,HUXLEY,IOWA,IA,41.893335,-93.59844,-6
50252,SWAN,IOWA,IA,41.449489,-93.31782,-6
40231,LOUISVILLE,KENTUCKY,KY,38.188962,-85.676819,-5
87180,ALBUQUERQUE,NEW MEXICO,NM,35.044339,-106.672872,-7
90083,LOS ANGELES,CALIFORNIA,CA,33.786594,-118.298662,-8
54511,ARGONNE,WISCONSIN,WI,45.69606,-88.81274,-6
54731,CONRATH,WISCONSIN,WI,45.36469,-91.04968,-6
54982,WAUTOMA,WISCONSIN,WI,44.064068,-89.29417,-6
55940,HAYFIELD,MINNESOTA,MN,43.885028,-92.80894,-6
60193,SCHAUMBURG,ILLINOIS,IL,42.01299,-88.09675,-6
60680,CHICAGO,ILLINOIS,IL,41.811929,-87.68732,-6
61410,ABINGDON,ILLINOIS,IL,40.802633,-90.39766,-6
61568,TREMONT,ILLINOIS,IL,40.513656,-89.47408,-6
61953,TUSCOLA,ILLINOIS,IL,39.793493,-88.29184,-6
66210,SHAWNEE MISSION,KANSAS,KS,38.924739,-94.70473,-6
74724,BETHEL,OKLAHOMA,OK,34.402346,-94.79763,-6
76567,ROCKDALE,TEXAS,TX,30.646291,-97.01149,-6
77376,VOTAW,TEXAS,TX,30.437704,-94.68614,-6
79009,BOVINA,TEXAS,TX,34.51748,-102.89478,-6
73660,REYDON,OKLAHOMA,OK,35.610122,-99.91743,-6
99023,MICA,WASHINGTON,WA,47.554592,-117.18352,-8
99586,GAKONA,ALASKA,AK,62.667589,-144.49059,-9
95836,SACRAMENTO,CALIFORNIA,CA,38.707236,-121.54983,-8
97208,PORTLAND,OREGON,OR,45.532165,-122.564824,-8
81251,TWIN LAKES,COLORADO,CO,39.096394,-106.32916,-7
82930,EVANSTON,WYOMING,WY,41.267546,-110.90607,-7
92356,LUCERNE VALLEY,CALIFORNIA,CA,34.481229,-116.90601,-8
28667,RHODHISS,NORTH CAROLINA,NC,35.777241,-81.43023,-5
29416,CHARLESTON,SOUTH CAROLINA,SC,32.84885,-79.85773,-5
29732,ROCK HILL,SOUTH CAROLINA,SC,34.969427,-81.0509,-5
37710,BRICEVILLE,TENNESSEE,TN,36.15231,-84.28968,-5
37873,SURGOINSVILLE,TENNESSEE,TN,36.51276,-82.83526,-5
44285,WAYLAND,OHIO,OH,41.159706,-81.070017,-5
44880,SULLIVAN,OHIO,OH,41.038842,-82.21779,-5
46143,GREENWOOD,INDIANA,IN,39.601649,-86.12734,-5
31321,PEMBROKE,GEORGIA,GA,32.163245,-81.64211,-5
34755,MINNEOLA,FLORIDA,FL,28.578234,-81.831883,-5
99150,MALO,WASHINGTON,WA,48.810879,-118.59088,-8
83643,MESA,IDAHO,ID,44.605095,-116.48879,-7
84537,ORANGEVILLE,UTAH,UT,39.36696,-111.16518,-7
80501,LONGMONT,COLORADO,CO,40.171484,-105.10033,-7
95374,STEVINSON,CALIFORNIA,CA,37.322619,-120.88299,-8
37389,ARNOLD AFB,TENNESSEE,TN,35.497637,-86.07482,-6
38058,MUNFORD,TENNESSEE,TN,35.451159,-89.80845,-6
57626,FAITH,SOUTH DAKOTA,SD,44.947869,-102.02661,-7
58712,BALFOUR,NORTH DAKOTA,ND,47.985515,-100.53158,-6
54484,STRATFORD,WISCONSIN,WI,44.793747,-90.06026,-6
55713,BUHL,MINNESOTA,MN,47.49307,-92.77783,-6
56027,ELMORE,IOWA,IA,43.482104,-94.09837,-6
45431,DAYTON,OHIO,OH,39.765259,-84.10262,-5
49684,TRAVERSE CITY,MICHIGAN,MI,44.74136,-85.67316,-5
50144,LEON,IOWA,IA,40.736802,-93.74273,-6
50539,FENTON,IOWA,IA,43.225165,-94.42583,-6
52155,LIME SPRINGS,IOWA,IA,43.419137,-92.28859,-6
40977,PINEVILLE,KENTUCKY,KY,36.750028,-83.72023,-5
42518,BRONSTON,KENTUCKY,KY,36.94593,-84.63278,-5
61603,PEORIA,ILLINOIS,IL,40.712887,-89.57904,-6
48026,FRASER,MICHIGAN,MI,42.536402,-82.95044,-5
48232,DETROIT,MICHIGAN,MI,42.239933,-83.150823,-5
31073,PLAINFIELD,GEORGIA,GA,32.176429,-83.122891,-5
31804,CATAULA,GEORGIA,GA,32.651617,-84.88805,-5
33041,KEY WEST,FLORIDA,FL,25.100957,-81.568862,-5
19931,BETHEL,DELAWARE,DE,38.570238,-75.6147,-5
11805,MID ISLAND,NEW YORK,NY,40.922326,-72.637078,-5
24606,BOISSEVAIN,VIRGINIA,VA,37.28526,-81.38993,-5
25327,CHARLESTON,WEST VIRGINIA,WV,38.296818,-81.554655,-5
33911,FORT MYERS,FLORIDA,FL,26.596286,-81.882373,-5
33954,PORT CHARLOTTE,FLORIDA,FL,27.02442,-82.12225,-5
34464,BEVERLY HILLS,FLORIDA,FL,28.859286,-82.508694,-5
37122,MOUNT JULIET,TENNESSEE,TN,36.195016,-86.49732,-6
18932,LINE LEXINGTON,PENNSYLVANIA,PA,40.289372,-75.25572,-5
18949,PLUMSTEADVILLE,PENNSYLVANIA,PA,40.38805,-75.142522,-5
19130,PHILADELPHIA,PENNSYLVANIA,PA,39.968262,-75.17222,-5
19381,WEST CHESTER,PENNSYLVANIA,PA,39.983153,-75.748055,-5
19490,WORCESTER,PENNSYLVANIA,PA,40.192881,-75.357555,-5
27231,CEDAR GROVE,NORTH CAROLINA,NC,36.207994,-79.16879,-5
29342,GAFFNEY,SOUTH CAROLINA,SC,34.996314,-81.652395,-5
95542,GARBERVILLE,CALIFORNIA,CA,40.0985,-123.80654,-8
97018,COLUMBIA CITY,OREGON,OR,45.891952,-122.8132,-8
97466,POWERS,OREGON,OR,42.873137,-124.07835,-8
15479,SMITHTON,PENNSYLVANIA,PA,40.148576,-79.72573,-5
17026,FREDERICKSBURG,PENNSYLVANIA,PA,40.45253,-76.42443,-5
17126,HARRISBURG,PENNSYLVANIA,PA,40.26179,-76.880021,-5
17239,NEELYTON,PENNSYLVANIA,PA,40.130231,-77.84147,-5
19123,PHILADELPHIA,PENNSYLVANIA,PA,39.964012,-75.14764,-5
32837,ORLANDO,FLORIDA,FL,28.385906,-81.41182,-5
34673,PORT RICHEY,FLORIDA,FL,28.324796,-82.481766,-5
24215,ANDOVER,VIRGINIA,VA,36.921924,-82.79644,-5
25962,RAINELLE,WEST VIRGINIA,WV,37.966816,-80.7889,-5
28204,CHARLOTTE,NORTH CAROLINA,NC,35.214693,-80.82665,-5
5626,WATERBURY,VERMONT,VT,44.352339,-72.779614,-5
7506,HAWTHORNE,NEW JERSEY,NJ,40.957498,-74.15627,-5
8008,BEACH HAVEN,NEW JERSEY,NJ,39.614596,-74.2005,-5
10606,WHITE PLAINS,NEW YORK,NY,41.024107,-73.77808,-5
13441,ROME,NEW YORK,NY,43.164312,-75.511301,-5
1540,OXFORD,MASSACHUSETTS,MA,42.117527,-71.8657,-5
2779,BERKLEY,MASSACHUSETTS,MA,41.825252,-71.07799,-5
71462,NOBLE,LOUISIANA,LA,31.672295,-93.71997,-6
48876,POTTERVILLE,MICHIGAN,MI,42.640719,-84.73826,-5
81015,PUEBLO,COLORADO,CO,38.128626,-104.552299,-7
90848,LONG BEACH,CALIFORNIA,CA,33.786594,-118.298662,-8
91790,WEST COVINA,CALIFORNIA,CA,34.068059,-117.93835,-8
92128,SAN DIEGO,CALIFORNIA,CA,32.998855,-117.07054,-8
89133,LAS VEGAS,NEVADA,NV,35.927901,-114.972061,-8
94522,CONCORD,CALIFORNIA,CA,37.777208,-121.955399,-8
94587,UNION CITY,CALIFORNIA,CA,37.592184,-122.04577,-8
95448,HEALDSBURG,CALIFORNIA,CA,38.614088,-122.87626,-8
77380,SPRING,TEXAS,TX,30.143485,-95.46821,-6
77839,CLAY,TEXAS,TX,30.341403,-96.526669,-6
40063,SAINT MARY,KENTUCKY,KY,37.579519,-85.355132,-5
46617,SOUTH BEND,INDIANA,IN,41.684504,-86.23576,-5
47022,GUILFORD,INDIANA,IN,39.206203,-84.94922,-5
47141,MARYSVILLE,INDIANA,IN,38.543388,-85.60373,-5
65781,WILLARD,MISSOURI,MO,37.340995,-93.4179,-6
65809,SPRINGFIELD,MISSOURI,MO,37.167282,-93.20199,-6
66717,BUFFALO,KANSAS,KS,37.705016,-95.69832,-6
68418,PALMYRA,NEBRASKA,NE,40.702467,-96.3845,-6
75342,DALLAS,TEXAS,TX,32.767268,-96.777626,-6
75346,DALLAS,TEXAS,TX,32.767268,-96.777626,-6
76059,KEENE,TEXAS,TX,32.39286,-97.3275,-6
76706,WACO,TEXAS,TX,31.514267,-97.11807,-6
81074,STARKVILLE,COLORADO,CO,37.121029,-104.523155,-7
59410,AUGUSTA,MONTANA,MT,47.503261,-112.48018,-7
79373,TAHOKA,TEXAS,TX,33.199867,-101.81949,-6
79769,ODESSA,TEXAS,TX,31.746572,-102.566993,-6
72402,JONESBORO,ARKANSAS,AR,35.80881,-90.652887,-6
30436,LYONS,GEORGIA,GA,32.177508,-82.30448,-5
50151,LUCAS,IOWA,IA,41.06058,-93.49076,-6
8896,RARITAN,NEW JERSEY,NJ,40.566553,-74.599801,-5
71336,GILBERT,LOUISIANA,LA,32.037425,-91.64475,-6
38305,JACKSON,TENNESSEE,TN,35.693101,-88.80653,-6
12932,ELIZABETHTOWN,NEW YORK,NY,44.212623,-73.59542,-5
32250,JACKSONVILLE BEACH,FLORIDA,FL,30.284641,-81.39844,-5
13810,MOUNT VISION,NEW YORK,NY,42.609579,-75.09464,-5
33155,MIAMI,FLORIDA,FL,25.739011,-80.30685,-5
63548,LANCASTER,MISSOURI,MO,40.524127,-92.51071,-6
38328,DARDEN,TENNESSEE,TN,35.667861,-88.21648,-6
39666,SUMMIT,MISSISSIPPI,MS,31.292262,-90.45228,-6
71325,CHENEYVILLE,LOUISIANA,LA,30.996931,-92.32228,-6
45224,CINCINNATI,OHIO,OH,39.204959,-84.53734,-5
45760,MIDDLEPORT,OHIO,OH,39.006757,-82.08208,-5
46392,WHEATFIELD,INDIANA,IN,41.186662,-87.05359,-6
35137,SAGINAW,ALABAMA,AL,33.206302,-86.781162,-6
41092,VERONA,KENTUCKY,KY,38.815335,-84.68485,-5
4648,JONESBORO,MAINE,ME,44.663206,-67.59538,-5
6335,GALES FERRY,CONNECTICUT,CT,41.426775,-72.07227,-5
10459,BRONX,NEW YORK,NY,40.825432,-73.89327,-5
12444,JEWETT,NEW YORK,NY,42.260634,-74.27527,-5
12749,KAUNEONGA LAKE,NEW YORK,NY,41.6896,-74.8272,-5
32804,ORLANDO,FLORIDA,FL,28.577723,-81.3931,-5
